Rank,Name,Networth,Networth in Billions,Age,Country,Source of wealth,Industry
1575,Lucy Stitzer,$1.90 ,"$1,900,000,000 ",63,United States,Cargill,Food & Beverage
1575,Elizabeth Sy,$1.90 ,"$1,900,000,000 ",70,Philippines,Diversified,Diversified
1575,Hermanto Tanoko,$1.90 ,"$1,900,000,000 ",60,Indonesia,Paints,Manufacturing
1575,Mehmet Sinan Tara,$1.90 ,"$1,900,000,000 ",64,Turkey,Construction,Construction & Engineering
1575,Masateru Uno & family,$1.90 ,"$1,900,000,000 ",76,Japan,Drugstores,Fashion & Retail
1575,Vardis Vardinoyannis & family,$1.90 ,"$1,900,000,000 ",90,Greece,Oil and gas,Energy
1575,Jitendra Virwani,$1.90 ,"$1,900,000,000 ",57,India,Real estate,Real Estate
1575,Wang Chaobin,$1.90 ,"$1,900,000,000 ",67,China,Real estate,Real Estate
1575,Wang Ren-sheng,$1.90 ,"$1,900,000,000 ",91,Taiwan,Retail,Fashion & Retail
1575,Charlotte Colket Weber,$1.90 ,"$1,900,000,000 ",80,United States,Campbell Soup,Food & Beverage
1575,Xie Juhua & family,$1.90 ,"$1,900,000,000 ",72,China,Pharmaceuticals,Healthcare
1575,Chuanhua Xu & family,$1.90 ,"$1,900,000,000 ",88,China,"Chemicals, logistics",Manufacturing
1575,Gavril Yushvaev & family,$1.90 ,"$1,900,000,000 ",65,Russia,"Precious metals, real estate",Finance & Investments
1575,Zhang Hongwei,$1.90 ,"$1,900,000,000 ",68,China,"Oil, banking",Diversified
1575,Anita Zucker,$1.90 ,"$1,900,000,000 ",71,United States,Chemicals,Manufacturing
1647,Cameron Adams,$1.80 ,"$1,800,000,000 ",43,Australia,Software,Technology
1647,Will Adderley,$1.80 ,"$1,800,000,000 ",51,United Kingdom,Home furnishings,Fashion & Retail
1647,Faisal Bin Qassim Al Thani,$1.80 ,"$1,800,000,000 ",75,Qatar,"Hotels, diversified",Diversified
1647,Leslie Alexander,$1.80 ,"$1,800,000,000 ",79,United States,Sports team,Sports
1647,Masaaki Arai,$1.80 ,"$1,800,000,000 ",57,Japan,Home sales,Real Estate
1647,Sabrina Benetton,$1.80 ,"$1,800,000,000 ",49,Italy,"Fashion retail, investments",Fashion & Retail
1647,Sanjeev Bikhchandani,$1.80 ,"$1,800,000,000 ",59,India,Internet,Technology
1647,O. Francis Biondi,$1.80 ,"$1,800,000,000 ",58,United States,Hedge funds,Finance & Investments
1647,Alejandro Bulgheroni,$1.80 ,"$1,800,000,000 ",78,Argentina,Oil & gas,Energy
1647,R.G. Chandramogan,$1.80 ,"$1,800,000,000 ",74,India,Dairy,Food & Beverage
1647,Binod Chaudhary,$1.80 ,"$1,800,000,000 ",67,Nepal,Diversified,Diversified
1647,Parker Conrad,$1.80 ,"$1,800,000,000 ",42,United States,Software,Technology
1647,Tim Cook,$1.80 ,"$1,800,000,000 ",62,United States,Apple,Technology
1647,Mark Coombs,$1.80 ,"$1,800,000,000 ",62,United Kingdom,Finance,Finance & Investments
1647,John de Mol,$1.80 ,"$1,800,000,000 ",68,Netherlands,TV programs,Media & Entertainment
1647,D. Leopoldo Del Pino,$1.80 ,"$1,800,000,000 ",60,Spain,Construction,Construction & Engineering
1647,Diao Zhizhong,$1.80 ,"$1,800,000,000 ",59,China,Software,Technology
1647,Robert Duggan,$1.80 ,"$1,800,000,000 ",78,United States,Pharmaceuticals,Healthcare
1647,James France,$1.80 ,"$1,800,000,000 ",78,United States,"Nascar, racing",Sports
1647,Phillip Frost,$1.80 ,"$1,800,000,000 ",86,United States,Pharmaceuticals,Healthcare
1647,Jayme Garfinkel & family,$1.80 ,"$1,800,000,000 ",77,Brazil,Insurance,Finance & Investments
1647,Christopher Goldsbury,$1.80 ,"$1,800,000,000 ",80,United States,Salsa,Food & Beverage
1647,Yusuf Hamied,$1.80 ,"$1,800,000,000 ",86,India,Pharmaceuticals,Healthcare
1647,Brian Higgins,$1.80 ,"$1,800,000,000 ",58,United States,Hedge funds,Finance & Investments
1647,Wei Huang,$1.80 ,"$1,800,000,000 ",63,China,Real estate,Real Estate
1647,Yintai Jiang & family,$1.80 ,"$1,800,000,000 ",72,China,Auto parts,Automotive
1647,Lei Jin,$1.80 ,"$1,800,000,000 ",57,China,Pharmaceuticals,Healthcare
1647,Jin Lei & family,$1.80 ,"$1,800,000,000 ",68,China,Medical equipment,Healthcare
1647,Valentin Kipyatkov,$1.80 ,"$1,800,000,000 ",46,Cyprus,Software,Technology
1647,Koo Kwang-mo,$1.80 ,"$1,800,000,000 ",45,South Korea,LG,Diversified
1647,George Kurtz,$1.80 ,"$1,800,000,000 ",52,United States,Security software,Technology
1647,Joe Lacob,$1.80 ,"$1,800,000,000 ",67,United States,Golden State Warriors,Sports
1647,Joe Lau,$1.80 ,"$1,800,000,000 ",33,United States,"Blockchain, technology",Technology
1647,Louise Lindh,$1.80 ,"$1,800,000,000 ",43,Sweden,Investments,Diversified
1647,Luo Yangyong & family,$1.80 ,"$1,800,000,000 ",47,China,Mining,Metals & Mining
1647,Joao Roberto Marinho,$1.80 ,"$1,800,000,000 ",69,Brazil,Media,Media & Entertainment
1647,Jose Roberto Marinho,$1.80 ,"$1,800,000,000 ",67,Brazil,Media,Media & Entertainment
1647,Roberto Irineu Marinho,$1.80 ,"$1,800,000,000 ",75,Brazil,Media,Media & Entertainment
1647,Gary Michelson,$1.80 ,"$1,800,000,000 ",74,United States,Medical patents,Healthcare
1647,Robert G. Miller,$1.80 ,"$1,800,000,000 ",77,Canada,Electronics components,Technology
1647,David Mindus,$1.80 ,"$1,800,000,000 ",51,Sweden,Real estate,Real Estate
1647,Adriaan Mol,$1.80 ,"$1,800,000,000 ",39,Netherlands,Fintech,Technology
1647,Mofatraj Munot,$1.80 ,"$1,800,000,000 ",78,India,Real estate,Real Estate
1647,Ezra Nahmad,$1.80 ,"$1,800,000,000 ",77,Monaco,Art,Finance & Investments
1647,Satyanarayan Nuwal,$1.80 ,"$1,800,000,000 ",70,India,Industrial explosives,Manufacturing
1647,Maike Oberwelland-Height,$1.80 ,"$1,800,000,000 ",N/A,Germany,Candy,Food & Beverage
1647,Nihat Ozdemir,$1.80 ,"$1,800,000,000 ",72,Turkey,Diversified,Diversified
1647,Benjamin Zhengmin Pan & family,$1.80 ,"$1,800,000,000 ",53,China,Electronics,Technology
1647,Pierre Karl Péladeau,$1.80 ,"$1,800,000,000 ",61,Canada,Media,Media & Entertainment
1647,Ronald Perelman,$1.80 ,"$1,800,000,000 ",80,United States,Leveraged buyouts,Finance & Investments
1647,Olivier Pomel,$1.80 ,"$1,800,000,000 ",46,France,Cloud computing,Technology
1647,Krit Ratanarak,$1.80 ,"$1,800,000,000 ",76,Thailand,"Media, real estate",Media & Entertainment
1647,Vinod Saraf,$1.80 ,"$1,800,000,000 ",70,India,Chemicals,Manufacturing
1647,Karin Schick,$1.80 ,"$1,800,000,000 ",N/A,Germany,Information technology,Technology
1647,Anatoly Sedykh,$1.80 ,"$1,800,000,000 ",58,Russia,Steel pipes,Metals & Mining
1647,Genhuo Shao,$1.80 ,"$1,800,000,000 ",57,China,Agribusiness,Food & Beverage
1647,Shen Xiqiang & family,$1.80 ,"$1,800,000,000 ",75,China,Chemical,Energy
1647,S.D. Shibulal,$1.80 ,"$1,800,000,000 ",68,India,Software services,Technology
1647,Suh Kyung-bae,$1.80 ,"$1,800,000,000 ",60,South Korea,Cosmetics,Fashion & Retail
1647,Bambang Sutantio,$1.80 ,"$1,800,000,000 ",64,Indonesia,Dairy & consumer products,Food & Beverage
1647,Sze Man Bok,$1.80 ,"$1,800,000,000 ",73,China,Hygiene products,Manufacturing
1647,Jim Thompson,$1.80 ,"$1,800,000,000 ",83,United States,Logistics,Logistics
1647,Tran Dinh Long,$1.80 ,"$1,800,000,000 ",62,Vietnam,Steel,Manufacturing
1647,Alan Trefler,$1.80 ,"$1,800,000,000 ",67,United States,Software,Technology
1647,Riaz Valani,$1.80 ,"$1,800,000,000 ",46,United States,E-cigarettes,Finance & Investments
1647,Pieter van der Does,$1.80 ,"$1,800,000,000 ",53,Netherlands,Payments software,Technology
1647,Martin Viessmann,$1.80 ,"$1,800,000,000 ",69,Germany,Heating and cooling equipment,Manufacturing
1647,Nikil Viswanathan,$1.80 ,"$1,800,000,000 ",35,United States,Blockchain technology,Technology
1647,Todd Wagner,$1.80 ,"$1,800,000,000 ",62,United States,Online media,Media & Entertainment
1647,Evan Williams,$1.80 ,"$1,800,000,000 ",51,United States,Twitter,Technology
1647,Kie Chie Wong,$1.80 ,"$1,800,000,000 ",75,Malaysia,Investments,Metals & Mining
1647,Thomas Wu,$1.80 ,"$1,800,000,000 ",72,Taiwan,Finance,Finance & Investments
1647,Wu Yingming,$1.80 ,"$1,800,000,000 ",56,China,Batteries,Energy
1647,Amy Wyss,$1.80 ,"$1,800,000,000 ",52,United States,Medical equipment,Healthcare
1647,Yan Zhi,$1.80 ,"$1,800,000,000 ",50,China,Real estate,Real Estate
1647,Yoshiaki Yoshida,$1.80 ,"$1,800,000,000 ",82,Japan,cosmetics,Fashion & Retail
1647,Alan Zekelman,$1.80 ,"$1,800,000,000 ",60,Canada,Steel,Manufacturing
1647,Zhang Li,$1.80 ,"$1,800,000,000 ",70,China,Real estate,Real Estate
1725,Amy Adams Strunk,$1.70 ,"$1,700,000,000 ",67,United States,Tennessee Titans,Sports
1725,Marc Andreessen,$1.70 ,"$1,700,000,000 ",51,United States,Venture capital investing,Finance & Investments
1725,Giovanni Arvedi,$1.70 ,"$1,700,000,000 ",85,Italy,Steel,Metals & Mining
1725,Lesley Bamberger,$1.70 ,"$1,700,000,000 ",57,Netherlands,Real estate,Real Estate
1725,Bang Si-hyuk,$1.70 ,"$1,700,000,000 ",50,South Korea,Entertainment,Media & Entertainment
1725,David Booth,$1.70 ,"$1,700,000,000 ",77,United States,Mutual funds,Finance & Investments
1725,Jim Breyer,$1.70 ,"$1,700,000,000 ",61,United States,Venture capital,Technology
1725,Chen Kaichen,$1.70 ,"$1,700,000,000 ",N/A,China,Household chemicals,Manufacturing
1725,Kommer Damen,$1.70 ,"$1,700,000,000 ",79,Netherlands,Shipbuilding,Manufacturing
1725,Carl DeSantis,$1.70 ,"$1,700,000,000 ",83,United States,Energy drink,Food & Beverage
1725,Marek Dospiva,$1.70 ,"$1,700,000,000 ",53,Czech Republic,Investments,Finance & Investments
1725,Keith Dunleavy & family,$1.70 ,"$1,700,000,000 ",53,United States,Health IT,Healthcare
1725,John Elkann,$1.70 ,"$1,700,000,000 ",47,Italy,"FIAT, investments",Finance & Investments
1725,Francois Feuillet & family,$1.70 ,"$1,700,000,000 ",74,France,"Motorhomes, RVs",Automotive
1725,Yasuhiro Fukushima,$1.70 ,"$1,700,000,000 ",75,Japan,Video games,Media & Entertainment
1725,Mario Gabelli,$1.70 ,"$1,700,000,000 ",81,United States,Money management,Finance & Investments
1725,Rolf Gerling,$1.70 ,"$1,700,000,000 ",68,Germany,Insurance,Finance & Investments
1725,John Goff,$1.70 ,"$1,700,000,000 ",67,United States,Real estate,Real Estate
1725,Alexandre Grendene Bartelle,$1.70 ,"$1,700,000,000 ",73,Brazil,Shoes,Fashion & Retail
1725,Gerry Harvey,$1.70 ,"$1,700,000,000 ",83,Australia,Retail,Fashion & Retail
1725,He Zhaoxi,$1.70 ,"$1,700,000,000 ",49,China,Software,Technology
1725,William Heinecke,$1.70 ,"$1,700,000,000 ",73,Thailand,Hotels,Real Estate
1725,Jay Hennick,$1.70 ,"$1,700,000,000 ",66,Canada,Real estate finance,Finance & Investments
1725,Ilkka Herlin,$1.70 ,"$1,700,000,000 ",64,Finland,"Elevators, escalators",Manufacturing
1725,Asok Kumar Hiranandani,$1.70 ,"$1,700,000,000 ",68,Singapore,Real estate,Real Estate
1725,Hal Jackman,$1.70 ,"$1,700,000,000 ",90,Canada,"Insurance, investments",Finance & Investments
1725,Pavan Jain,$1.70 ,"$1,700,000,000 ",71,India,Chemicals,Manufacturing
1725,Keeree Kanjanapas,$1.70 ,"$1,700,000,000 ",72,Thailand,Transportation,Real Estate
1725,Osman Kibar,$1.70 ,"$1,700,000,000 ",52,United States,Biotech,Healthcare
1725,Kim Chang-soo,$1.70 ,"$1,700,000,000 ",62,South Korea,Apparel,Fashion & Retail
1725,Kim Jung-min,$1.70 ,"$1,700,000,000 ",21,South Korea,Online gaming,Media & Entertainment
1725,Kim Jung-youn,$1.70 ,"$1,700,000,000 ",19,South Korea,Online gaming,Media & Entertainment
1725,Mustafa Kucuk,$1.70 ,"$1,700,000,000 ",59,Turkey,Fashion retail,Fashion & Retail
1725,Christopher Kwok,$1.70 ,"$1,700,000,000 ",37,Hong Kong,Real estate,Real Estate
1725,Edward Kwok,$1.70 ,"$1,700,000,000 ",42,Hong Kong,Real estate,Real Estate
1725,Lai Jianfa,$1.70 ,"$1,700,000,000 ",53,China,Express delivery,Logistics
1725,Lau Cho Kun,$1.70 ,"$1,700,000,000 ",87,Malaysia,"Palm oil, property",Diversified
1725,Alexis Lê-Quôc,$1.70 ,"$1,700,000,000 ",48,United States,Cloud computing,Technology
1725,Lei Jufang,$1.70 ,"$1,700,000,000 ",70,China,Pharmaceuticals,Healthcare
1725,James Leininger,$1.70 ,"$1,700,000,000 ",78,United States,Medical products,Healthcare
1725,Xuhui Li,$1.70 ,"$1,700,000,000 ",54,China,Soy sauce,Food & Beverage
1725,Jimmy John Liautaud,$1.70 ,"$1,700,000,000 ",59,United States,Sandwich chain,Food & Beverage
1725,Lin Lairong & family,$1.70 ,"$1,700,000,000 ",54,China,Iron ore mining,Metals & Mining
1725,Lu Di,$1.70 ,"$1,700,000,000 ",N/A,China,Drones,Technology
1725,Palmer Luckey,$1.70 ,"$1,700,000,000 ",30,United States,Virtual reality,Technology
1725,Duncan MacMillan,$1.70 ,"$1,700,000,000 ",85,United States,Bloomberg LP,Finance & Investments
1725,Yusaku Maezawa,$1.70 ,"$1,700,000,000 ",47,Japan,Online retail,Technology
1725,Ilson Mateus & family,$1.70 ,"$1,700,000,000 ",60,Brazil,Supermarkets,Fashion & Retail
1725,Meng Qingshan & family,$1.70 ,"$1,700,000,000 ",74,China,Chemicals,Manufacturing
1725,Alberto Palatchi,$1.70 ,"$1,700,000,000 ",73,Spain,Wedding dresses,Fashion & Retail
1725,Mrudula Parekh,$1.70 ,"$1,700,000,000 ",75,India,Adhesives,Manufacturing
1725,Dragos Paval,$1.70 ,"$1,700,000,000 ",56,Romania,Retail,Fashion & Retail
1725,Jorge Perez,$1.70 ,"$1,700,000,000 ",73,United States,Real estate,Real Estate
1725,Dmitry Pumpyansky,$1.70 ,"$1,700,000,000 ",59,Russia,Steel pipes,Metals & Mining
1725,Jinsheng Ren & family,$1.70 ,"$1,700,000,000 ",60,China,Pharmaceutical,Healthcare
1725,Brian Roberts,$1.70 ,"$1,700,000,000 ",63,United States,Comcast,Media & Entertainment
1725,"Joe Rogers, Jr.",$1.70 ,"$1,700,000,000 ",76,United States,Waffle House,Food & Beverage
1725,Ruan Shuilong & family,$1.70 ,"$1,700,000,000 ",87,China,Chemicals,Manufacturing
1725,Paul Saville,$1.70 ,"$1,700,000,000 ",67,United States,Homebuilder,Real Estate
1725,Ivan Savvidis & family,$1.70 ,"$1,700,000,000 ",64,Russia,Agribusiness,Diversified
1725,Keiichi Shibahara,$1.70 ,"$1,700,000,000 ",58,Japan,Healthcare,Healthcare
1725,Rajju Shroff,$1.70 ,"$1,700,000,000 ",89,India,Agrochemicals,Manufacturing
1725,Sun Huaiqing & family,$1.70 ,"$1,700,000,000 ",53,China,Cosmetics,Fashion & Retail
1725,Alain Taravella,$1.70 ,"$1,700,000,000 ",75,France,Real estate development,Real Estate
1725,Jonathan Tisch,$1.70 ,"$1,700,000,000 ",69,United States,"Insurance, NFL team",Diversified
1725,Kenneth Tuchman,$1.70 ,"$1,700,000,000 ",63,United States,Call centers,Service
1725,Wang Chou-hsiong,$1.70 ,"$1,700,000,000 ",82,Taiwan,Footwear,Manufacturing
1725,Wang Minwen,$1.70 ,"$1,700,000,000 ",59,China,Semiconductor,Technology
1725,Tom Werner,$1.70 ,"$1,700,000,000 ",72,United States,Sports teams,Sports
1725,Stephen Winn,$1.70 ,"$1,700,000,000 ",76,United States,Real estate services,Real Estate
1725,Ian Wood & family,$1.70 ,"$1,700,000,000 ",80,United Kingdom,Energy services,Energy
1725,Wu Lanlan & family,$1.70 ,"$1,700,000,000 ",49,China,Packaging,Manufacturing
1725,Xu Bingzhong,$1.70 ,"$1,700,000,000 ",49,China,Bars,Food & Beverage
1725,Yang Xuegang,$1.70 ,"$1,700,000,000 ",58,China,Coking,Others
1725,Vladimir Yevtushenkov,$1.70 ,"$1,700,000,000 ",74,Russia,"Telecom, investments",Others
1725,David Zalik,$1.70 ,"$1,700,000,000 ",49,United States,Financial technology,Others
1725,Zhang Xiaojuan,$1.70 ,"$1,700,000,000 ",53,China,Logistics,Others
1725,Zheng Xiaodong,$1.70 ,"$1,700,000,000 ",59,China,Manufacturing,Others
1725,Zhong Ruonong & family,$1.70 ,"$1,700,000,000 ",60,China,Electronics,Others
1804,Noubar Afeyan,$1.60 ,"$1,600,000,000 ",60,United States,Biotech,Others
1804,Syed Mokhtar AlBukhary,$1.60 ,"$1,600,000,000 ",71,Malaysia,"Engineering, automotive",Others
1804,"Herbert Allen, Jr. & family",$1.60 ,"$1,600,000,000 ",83,United States,Investment banking,Others
1804,Vasily Anisimov,$1.60 ,"$1,600,000,000 ",71,Russia,Real estate,Others
1804,Clifford Asness,$1.60 ,"$1,600,000,000 ",56,United States,Money management,Others
1804,Louis Bacon,$1.60 ,"$1,600,000,000 ",66,United States,Hedge funds,Others
1804,Bai Baokun,$1.60 ,"$1,600,000,000 ",53,China,Hardware,Others
1804,Alex Birkenstock,$1.60 ,"$1,600,000,000 ",54,Germany,Shoes,Others
1804,Christian Birkenstock,$1.60 ,"$1,600,000,000 ",50,Germany,Shoes,Others
1804,Josef Boquoi & family,$1.60 ,"$1,600,000,000 ",89,Germany,Frozen foods,Others
1804,Cai Huabo,$1.60 ,"$1,600,000,000 ",47,China,Electronics,Others
1804,Chen Tianshi,$1.60 ,"$1,600,000,000 ",38,China,Semiconductors,Others
1804,Chen Yung-tai,$1.60 ,"$1,600,000,000 ",87,Taiwan,Real estate,Others
1804,Chey Tae-won,$1.60 ,"$1,600,000,000 ",62,South Korea,"Oil, semiconductor",Others
1804,Ivan Chrenko,$1.60 ,"$1,600,000,000 ",55,Slovakia,Real estate,Others
1804,Robert Clark,$1.60 ,"$1,600,000,000 ",64,United States,Construction,Others
1804,Jack Cockwell,$1.60 ,"$1,600,000,000 ",82,Canada,"Real estate, private equity",Others
1804,Tench Coxe,$1.60 ,"$1,600,000,000 ",65,United States,Venture capital,Others
1804,Jim Crane,$1.60 ,"$1,600,000,000 ",69,United States,"Logistics, baseball",Others
1804,Norbert Dentressangle,$1.60 ,"$1,600,000,000 ",68,France,"Transport, logistics",Others
1804,Jamie Dimon,$1.60 ,"$1,600,000,000 ",67,United States,Banking,Others
1804,Daniel Dines,$1.60 ,"$1,600,000,000 ",51,Romania,Software,Others
1804,Alfredo Egydio Arruda Villela Filho,$1.60 ,"$1,600,000,000 ",53,Brazil,Banking,Others
1804,Gary Fegel,$1.60 ,"$1,600,000,000 ",49,Switzerland,"Commodities, investments",Others
1804,"William Foley, II.",$1.60 ,"$1,600,000,000 ",78,United States,Financial services,Others
1804,Richard Fortin,$1.60 ,"$1,600,000,000 ",74,Canada,Convinience stores,Others
1804,Gao Yi & family,$1.60 ,"$1,600,000,000 ",54,China,Pharmaceuticals,Others
1804,Giammaria Giuliani,$1.60 ,"$1,600,000,000 ",45,Switzerland,Pharmaceuticals,Others
1804,Bill Gross,$1.60 ,"$1,600,000,000 ",78,United States,Investments,Others
1804,Sue Gross,$1.60 ,"$1,600,000,000 ",73,United States,Investments,Others
1804,Irving Grousbeck & family,$1.60 ,"$1,600,000,000 ",88,United States,"Telecommunication, sports",Others
1804,Timothy Headington,$1.60 ,"$1,600,000,000 ",72,United States,"Oil & gas, investments",Others
1804,Ilona Herlin,$1.60 ,"$1,600,000,000 ",58,Finland,"Elevators, escalators",Others
1804,David Hoffmann,$1.60 ,"$1,600,000,000 ",70,United States,"Executive search, investments",Others
1804,Stanley Hubbard,$1.60 ,"$1,600,000,000 ",89,United States,DirecTV,Others
1804,Hui Lin Chit,$1.60 ,"$1,600,000,000 ",69,China,Hygiene products,Others
1804,Tianjiang Jia & family,$1.60 ,"$1,600,000,000 ",60,China,Non-ferrous metals,Others
1804,Zhaobai Jiang,$1.60 ,"$1,600,000,000 ",59,China,Real estate,Others
1804,Sergei Katsiev,$1.60 ,"$1,600,000,000 ",65,Russia,"Retail, wholesale",Others
1804,Kim Jae-young,$1.60 ,"$1,600,000,000 ",N/A,South Korea,Online games,Others
1804,Randal J. Kirk,$1.60 ,"$1,600,000,000 ",69,United States,Pharmaceuticals,Others
1804,William Koch,$1.60 ,"$1,600,000,000 ",82,United States,"Oil, investments",Others
1804,Pyotr Kondrashev,$1.60 ,"$1,600,000,000 ",73,Russia,Investments,Others
1804,Eiichi Kuriwada,$1.60 ,"$1,600,000,000 ",76,Japan,Package delivery,Others
1804,Robert Langer,$1.60 ,"$1,600,000,000 ",74,United States,Biotech,Others
1804,Anthony Langley,$1.60 ,"$1,600,000,000 ",68,United Kingdom,Manufacturing,Others
1804,Marianna Latsis & family,$1.60 ,"$1,600,000,000 ",70,Greece,"Banking, shipping",Others
1804,Lee Yeow Seng,$1.60 ,"$1,600,000,000 ",45,Malaysia,"Palm oil, property",Others
1804,Li Sze Lim,$1.60 ,"$1,600,000,000 ",66,Hong Kong,Real estate,Others
1804,Li Wa,$1.60 ,"$1,600,000,000 ",57,Hong Kong,Real estate,Others
1804,Li Weiwei,$1.60 ,"$1,600,000,000 ",46,China,Online games,Others
1804,Liang Qin & family,$1.60 ,"$1,600,000,000 ",51,China,Semiconductor devices,Others
1804,Vincent Lo,$1.60 ,"$1,600,000,000 ",75,Hong Kong,Real estate,Others
1804,Terence (Terry) Matthews,$1.60 ,"$1,600,000,000 ",80,Canada,Telecom,Others
1804,Jim McKelvey,$1.60 ,"$1,600,000,000 ",57,United States,Mobile payments,Others
1804,P.N.C. Menon,$1.60 ,"$1,600,000,000 ",74,Oman,Real estate,Others
1804,Massimo Moratti,$1.60 ,"$1,600,000,000 ",77,Italy,Oil refinery,Others
1804,Liora Ofer,$1.60 ,"$1,600,000,000 ",69,Israel,Investments,Others
1804,Stefan Pierer,$1.60 ,"$1,600,000,000 ",66,Austria,Automotive,Others
1804,Andreas Pohl,$1.60 ,"$1,600,000,000 ",58,Germany,Mutual funds,Others
1804,"Reinfried Pohl, Jr.",$1.60 ,"$1,600,000,000 ",63,Germany,Mutual funds,Others
1804,Michael Polsky,$1.60 ,"$1,600,000,000 ",74,United States,Electric power,Others
1804,Francisco Jose Riberas Mera,$1.60 ,"$1,600,000,000 ",58,Spain,"Steel, autoparts",Others
1804,Juan Maria Riberas Mera,$1.60 ,"$1,600,000,000 ",54,Spain,"Steel, investments",Others
1804,Andres Santo Domingo,$1.60 ,"$1,600,000,000 ",44,United States,Beer,Others
1804,Sathien Sathientham,$1.60 ,"$1,600,000,000 ",68,Thailand,energy drinks,Others
1804,Shang Xiaobo & family,$1.60 ,"$1,600,000,000 ",49,China,Manufacturing,Others
1804,Yuri Shefler,$1.60 ,"$1,600,000,000 ",55,Russia,Alcohol,Others
1804,Evgeny (Eugene) Shvidler,$1.60 ,"$1,600,000,000 ",59,United States,"Metals, investments",Others
1804,Ryan Smith,$1.60 ,"$1,600,000,000 ",44,United States,Cloud computing,Others
1804,Zakhar Smushkin,$1.60 ,"$1,600,000,000 ",61,Russia,"Pulp and paper, diversified",Others
1804,Peter Sperling,$1.60 ,"$1,600,000,000 ",63,United States,Education,Others
1804,Laurie Tisch,$1.60 ,"$1,600,000,000 ",72,United States,"Insurance, NFL team",Others
1804,Steven Tisch,$1.60 ,"$1,600,000,000 ",74,United States,Insurance,Others
1804,Michael Tojner,$1.60 ,"$1,600,000,000 ",57,Austria,"Batteries, investments",Others
